Detector Type,Descriptor Type,Image,TTC Lidar,TTC Camera,TTC Absolute Difference
AKAZE,BRISK,0010.png,11.8642,12.1135,0.249321
AKAZE,BRISK,0011.png,11.9682,13.7336,1.76536
AKAZE,BRISK,0012.png,9.88711,10.9328,1.04565
AKAZE,BRISK,0013.png,9.42504,9.65186,0.226827
AKAZE,BRISK,0014.png,9.30215,9.43475,0.132604
AKAZE,BRISK,0015.png,8.3212,11.8298,3.50856
AKAZE,BRISK,0016.png,8.89867,9.5326,0.63393
AKAZE,BRISK,0017.png,11.0301,8.62019,2.40993
AKAZE,BRISK,0018.png,8.53557,9.57448,1.03891
AKAZE,BRIEF,0001.png,12.2891,12.4469,0.15783
AKAZE,BRIEF,0002.png,13.3547,12.9852,0.369524
AKAZE,BRIEF,0003.png,16.3845,12.4032,3.98128
AKAZE,BRIEF,0004.png,14.0764,13.4062,0.670223
AKAZE,BRIEF,0005.png,12.7299,12.9002,0.170271
AKAZE,BRIEF,0006.png,13.7511,12.1863,1.56479
AKAZE,BRIEF,0007.png,13.7314,15.3227,1.59127
AKAZE,BRIEF,0008.png,13.7901,14.5208,0.730661
AKAZE,BRIEF,0009.png,12.059,12.5906,0.531565
AKAZE,BRIEF,0010.png,11.8642,12.2424,0.378204
AKAZE,BRIEF,0011.png,11.9682,11.7267,0.241488
AKAZE,BRIEF,0012.png,9.88711,9.78776,0.0993526
AKAZE,BRIEF,0013.png,9.42504,11.1355,1.71042
AKAZE,BRIEF,0014.png,9.30215,11.3418,2.03962
AKAZE,BRIEF,0015.png,8.3212,9.68101,1.35981
AKAZE,BRIEF,0016.png,8.89867,9.83025,0.931578
AKAZE,BRIEF,0017.png,11.0301,9.39847,1.63165
AKAZE,BRIEF,0018.png,8.53557,8.84385,0.30828
AKAZE,ORB,0001.png,12.2891,11.3016,0.987478
AKAZE,ORB,0002.png,13.3547,14.1402,0.785442
AKAZE,ORB,0003.png,16.3845,12.9117,3.47279
AKAZE,ORB,0004.png,14.0764,13.5872,0.489225
AKAZE,ORB,0005.png,12.7299,13.3538,0.623887
AKAZE,ORB,0006.png,13.7511,12.7582,0.992894
AKAZE,ORB,0007.png,13.7314,16.1325,2.40109
AKAZE,ORB,0008.png,13.7901,14.1263,0.336149
AKAZE,ORB,0009.png,12.059,11.535,0.523994
AKAZE,ORB,0010.png,11.8642,12.2491,0.384903
AKAZE,ORB,0011.png,11.9682,12.2112,0.243018
AKAZE,ORB,0012.png,9.88711,11.6213,1.73423
AKAZE,ORB,0013.png,9.42504,12.0879,2.66282
AKAZE,ORB,0014.png,9.30215,10.5868,1.28461
AKAZE,ORB,0015.png,8.3212,12.9699,4.64871
AKAZE,ORB,0016.png,8.89867,11.5669,2.66824
AKAZE,ORB,0017.png,11.0301,8.41863,2.61148
AKAZE,ORB,0018.png,8.53557,9.0261,0.490536
AKAZE,FREAK,0001.png,12.2891,12.033,0.256073
AKAZE,FREAK,0002.png,13.3547,12.9298,0.424924
AKAZE,FREAK,0003.png,16.3845,14.2931,2.09138
AKAZE,FREAK,0004.png,14.0764,13.7509,0.325544
AKAZE,FREAK,0005.png,12.7299,14.1788,1.44883
AKAZE,FREAK,0006.png,13.7511,14.4493,0.698267
AKAZE,FREAK,0007.png,13.7314,16.9335,3.20202
AKAZE,FREAK,0008.png,13.7901,12.6182,1.17193
AKAZE,FREAK,0009.png,12.059,12.8539,0.794935
AKAZE,FREAK,0010.png,11.8642,11.5012,0.362999
AKAZE,FREAK,0011.png,11.9682,12.2208,0.25261
AKAZE,FREAK,0012.png,9.88711,11.142,1.2549
AKAZE,FREAK,0013.png,9.42504,11.3267,1.90168
AKAZE,FREAK,0014.png,9.30215,10.7614,1.45927
AKAZE,FREAK,0015.png,8.3212,9.65717,1.33597
AKAZE,FREAK,0016.png,8.89867,9.91571,1.01704
AKAZE,FREAK,0017.png,11.0301,9.7621,1.26801
AKAZE,FREAK,0018.png,8.53557,8.45361,0.0819608
AKAZE,AKAZE,0001.png,12.2891,12.0934,0.195713
AKAZE,AKAZE,0002.png,13.3547,13.5488,0.194103
AKAZE,AKAZE,0003.png,16.3845,13.4228,2.96169
AKAZE,AKAZE,0004.png,14.0764,13.6554,0.421069
AKAZE,AKAZE,0005.png,12.7299,15.0584,2.32848
AKAZE,AKAZE,0006.png,13.7511,14.1156,0.364542
AKAZE,AKAZE,0007.png,13.7314,15.6234,1.892
AKAZE,AKAZE,0008.png,13.7901,14.0768,0.286662
AKAZE,AKAZE,0009.png,12.059,13.9329,1.87386
AKAZE,AKAZE,0010.png,11.8642,11.8702,0.00603756
AKAZE,AKAZE,0011.png,11.9682,13.5028,1.53457
AKAZE,AKAZE,0012.png,9.88711,10.5783,0.691233
AKAZE,AKAZE,0013.png,9.42504,10.3854,0.960402
AKAZE,AKAZE,0014.png,9.30215,13.3433,4.04111
AKAZE,AKAZE,0015.png,8.3212,10.1378,1.81662
AKAZE,AKAZE,0016.png,8.89867,9.89189,0.993216
AKAZE,AKAZE,0017.png,11.0301,9.85299,1.17713
AKAZE,AKAZE,0018.png,8.53557,8.92389,0.388323
AKAZE,SIFT,0001.png,12.2891,12.7292,0.440124
AKAZE,SIFT,0002.png,13.3547,13.3485,0.00626859
AKAZE,SIFT,0003.png,16.3845,12.7945,3.58994
AKAZE,SIFT,0004.png,14.0764,13.6642,0.412254
AKAZE,SIFT,0005.png,12.7299,15.0182,2.28822
AKAZE,SIFT,0006.png,13.7511,13.3503,0.400783
AKAZE,SIFT,0007.png,13.7314,16.0343,2.30291
AKAZE,SIFT,0008.png,13.7901,13.9832,0.193066
AKAZE,SIFT,0009.png,12.059,13.7399,1.6809
AKAZE,SIFT,0010.png,11.8642,11.4671,0.397085
AKAZE,SIFT,0011.png,11.9682,11.9214,0.0467738
AKAZE,SIFT,0012.png,9.88711,10.7468,0.859675
AKAZE,SIFT,0013.png,9.42504,10.6853,1.26024
AKAZE,SIFT,0014.png,9.30215,10.012,0.709809
AKAZE,SIFT,0015.png,8.3212,10.2614,1.9402
AKAZE,SIFT,0016.png,8.89867,10.256,1.35737
AKAZE,SIFT,0017.png,11.0301,9.31475,1.71537
AKAZE,SIFT,0018.png,8.53557,8.69215,0.156585
SIFT,BRISK,0001.png,12.2891,11.9489,0.340176
SIFT,BRISK,0002.png,13.3547,14.4164,1.0617
SIFT,BRISK,0003.png,16.3845,12.8424,3.54207
SIFT,BRISK,0004.png,14.0764,17.3334,3.257
SIFT,BRISK,0005.png,12.7299,13.7848,1.05487
SIFT,BRISK,0006.png,13.7511,10.9869,2.76416
SIFT,BRISK,0007.png,13.7314,14.9926,1.26117
SIFT,BRISK,0008.png,13.7901,14.734,0.94385
SIFT,BRISK,0009.png,12.059,12.3222,0.263165
SIFT,BRISK,0010.png,11.8642,11.9564,0.0921698
SIFT,BRISK,0011.png,11.9682,12.4496,0.481422
SIFT,BRISK,0012.png,9.88711,11.1642,1.27704
SIFT,BRISK,0013.png,9.42504,8.89898,0.526055
SIFT,BRISK,0014.png,9.30215,10.2985,0.996308
SIFT,BRISK,0015.png,8.3212,9.31094,0.989738
SIFT,BRISK,0016.png,8.89867,8.82504,0.0736347
SIFT,BRISK,0017.png,11.0301,8.31104,2.71908
SIFT,BRISK,0018.png,8.53557,8.52755,0.00801678
SIFT,BRIEF,0001.png,12.2891,13.1399,0.850789
SIFT,BRIEF,0002.png,13.3547,12.757,0.597729
SIFT,BRIEF,0003.png,16.3845,12.6807,3.70376
SIFT,BRIEF,0004.png,14.0764,17.4982,3.42178
SIFT,BRIEF,0005.png,12.7299,11.6399,1.09007
SIFT,BRIEF,0006.png,13.7511,12.0216,1.72951
SIFT,BRIEF,0007.png,13.7314,13.5735,0.157981
SIFT,BRIEF,0008.png,13.7901,20.6512,6.86111
SIFT,BRIEF,0009.png,12.059,12.9362,0.877216
SIFT,BRIEF,0010.png,11.8642,12.0987,0.23452
SIFT,BRIEF,0011.png,11.9682,11.3816,0.586626
SIFT,BRIEF,0012.png,9.88711,11.4345,1.54742
SIFT,BRIEF,0013.png,9.42504,9.6477,0.222667
SIFT,BRIEF,0014.png,9.30215,10.6773,1.37518
SIFT,BRIEF,0015.png,8.3212,9.45476,1.13356
SIFT,BRIEF,0016.png,8.89867,8.6137,0.284972
SIFT,BRIEF,0017.png,11.0301,7.818,3.21211
SIFT,BRIEF,0018.png,8.53557,7.56144,0.974128
SIFT,FREAK,0001.png,12.2891,10.8596,1.42948
SIFT,FREAK,0002.png,13.3547,13.6956,0.34092
SIFT,FREAK,0003.png,16.3845,12.6209,3.76353
SIFT,FREAK,0004.png,14.0764,17.0612,2.9848
SIFT,FREAK,0005.png,12.7299,15.4382,2.70822
SIFT,FREAK,0006.png,13.7511,11.4624,2.28872
SIFT,FREAK,0007.png,13.7314,14.6305,0.899025
SIFT,FREAK,0008.png,13.7901,16.6357,2.84558
SIFT,FREAK,0009.png,12.059,19.9088,7.84979
SIFT,FREAK,0010.png,11.8642,10.8567,1.00745
SIFT,FREAK,0011.png,11.9682,10.7484,1.21983
SIFT,FREAK,0012.png,9.88711,11.6815,1.79438
SIFT,FREAK,0013.png,9.42504,8.88586,0.539174
SIFT,FREAK,0014.png,9.30215,11.6274,2.32522
SIFT,FREAK,0015.png,8.3212,10.0845,1.76328
SIFT,FREAK,0016.png,8.89867,9.52176,0.623089
SIFT,FREAK,0017.png,11.0301,8.54206,2.48805
SIFT,FREAK,0018.png,8.53557,8.96286,0.427289
SIFT,SIFT,0001.png,12.2891,10.4425,1.84661
SIFT,SIFT,0002.png,13.3547,12.9864,0.368362
SIFT,SIFT,0003.png,16.3845,13.3943,2.99013
SIFT,SIFT,0004.png,14.0764,16.4956,2.41919
SIFT,SIFT,0005.png,12.7299,14.2121,1.4822
SIFT,SIFT,0006.png,13.7511,12.3386,1.41243
SIFT,SIFT,0007.png,13.7314,14.2444,0.513013
SIFT,SIFT,0008.png,13.7901,15.3574,1.56726
SIFT,SIFT,0009.png,12.059,12.5604,0.501394
SIFT,SIFT,0010.png,11.8642,11.0124,0.851752
SIFT,SIFT,0011.png,11.9682,11.1142,0.854035
SIFT,SIFT,0012.png,9.88711,10.8492,0.962061
SIFT,SIFT,0013.png,9.42504,10.2174,0.792356
SIFT,SIFT,0014.png,9.30215,10.6436,1.34149
SIFT,SIFT,0015.png,8.3212,9.44505,1.12385
SIFT,SIFT,0016.png,8.89867,9.38652,0.487846
SIFT,SIFT,0017.png,11.0301,8.54455,2.48556
SIFT,SIFT,0018.png,8.53557,8.98123,0.445666
